mcode,l_title,f_mchapter_id,l_type_nm,f_mchapter_nm
T1ME21U01020,세 자리 수 쓰고 읽기,14201804,탭)AI 약점 보완 학습,세 자리 수 알아보기
T1ME21U01021,세 자리 수 나타내기,14201804,탭)AI 약점 보완 학습,세 자리 수 알아보기
T1ME21U01009,각 자리의 숫자는 얼마를 나타낼까요,14201804,기)교과서 진도학습,세 자리 수 알아보기
T1ME21U01022,세 자리 수에서 각 자리 수가 나타내는 수 알아보기,14201804,탭)AI 약점 보완 학습,세 자리 수 알아보기
T1ME21U01023,세 자리 수를 '(몇백)+(몇십)+(몇)'으로 나타내기,14201804,탭)AI 약점 보완 학습,세 자리 수 알아보기
T1ME21U01067,"세 자리 수 알아보기, 각 자리의 숫자가 나타내는 값",14201804,탭)단원별 보충 학습,세 자리 수 알아보기
T1ME21U01065,단원마무리,14201804,탭)영역별 집중 학습,세 자리 수 알아보기
T1ME21U02004,쌓은 모양 알아보기/여러 가지 모양으로 쌓기,14201808,탭)겨울방학특강,쌓기나무
T1ME21U02010,"쌓은 모양을 알아보고, 여러 가지 모양으로 쌓아 볼까요",14201808,기)교과서 진도학습,쌓기나무
T1ME21U02022,쌓기나무의 쌓은 모양을 설명하는 말 알아보기,14201808,탭)AI 약점 보완 학습,쌓기나무
T1ME21U02023,여러 가지 모양으로 쌓아 보기,14201808,탭)AI 약점 보완 학습,쌓기나무
T1ME21U02059,"똑같은 모양으로 쌓기, 여러 가지 모양으로 쌓기",14201808,탭)단원별 보충 학습,쌓기나무
T1ME21U02055,단원마무리,14201808,탭)영역별 집중 학습,쌓기나무
T1ME11U03001,모으기와 가르기(1),14201786,탭)겨울방학특강,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03001,모으기와 가르기(1),14201786,탭)겨울방학특강,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03002,모으기와 가르기(2),14201786,탭)겨울방학특강,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03002,모으기와 가르기(2),14201786,탭)겨울방학특강,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03088,단원마무리,14201786,탭)영역별 집중 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03088,단원마무리,14201786,탭)영역별 집중 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03089,모으기와 가르기 (1),14201786,탭)단원별 보충 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03089,모으기와 가르기 (1),14201786,탭)단원별 보충 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME21U06062,몇의 몇 배 알아보기,14201786,탭)단원별 보충 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME21U06062,몇의 몇 배 알아보기,14201786,탭)단원별 보충 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03010,모으기와 가르기를 해 볼까요(1),14201786,기)교과서 진도학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03010,모으기와 가르기를 해 볼까요(1),14201786,기)교과서 진도학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03022,그림을 보고 2~5를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03022,그림을 보고 2~5를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03023,그림을 보고 6~9를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03023,그림을 보고 6~9를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03011,모으기와 가르기를 해 볼까요(2),14201786,기)교과서 진도학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03011,모으기와 가르기를 해 볼까요(2),14201786,기)교과서 진도학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03024,2~5를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03024,2~5를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03025,6~9를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03025,6~9를 모으고 가르기,14201786,탭)AI 약점 보완 학습,"2, 3, 4, 5를 모으고 가르기"
T1ME11U03001,모으기와 가르기(1),14201787,탭)겨울방학특강,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03002,모으기와 가르기(2),14201787,탭)겨울방학특강,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03088,단원마무리,14201787,탭)영역별 집중 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03090,"모으기와 가르기 (2), 이야기 만들기",14201787,탭)단원별 보충 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03089,모으기와 가르기 (1),14201787,탭)단원별 보충 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03010,모으기와 가르기를 해 볼까요(1),14201787,기)교과서 진도학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03023,그림을 보고 6~9를 모으고 가르기,14201787,탭)AI 약점 보완 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03022,그림을 보고 2~5를 모으고 가르기,14201787,탭)AI 약점 보완 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03024,2~5를 모으고 가르기,14201787,탭)AI 약점 보완 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03011,모으기와 가르기를 해 볼까요(2),14201787,기)교과서 진도학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U03025,6~9를 모으고 가르기,14201787,탭)AI 약점 보완 학습,"6, 7, 8, 9를 모으고 가르기"
T1ME11U01002,"6, 7, 8, 9 알아보기",14201780,탭)겨울방학특강,"6, 7, 8, 9 알아보기"
T1ME11U01007,"6, 7, 8, 9를 알아볼까요",14201780,기)교과서 진도학습,"6, 7, 8, 9 알아보기"
T1ME11U01019,그림의 개수 세어보기(6~9),14201780,탭)AI 약점 보완 학습,"6, 7, 8, 9 알아보기"
T1ME11U01020,수 알아보기(6~9),14201780,탭)AI 약점 보완 학습,"6, 7, 8, 9 알아보기"
T1ME11U01021,몇째인지 알아보기,14201780,탭)AI 약점 보완 학습,"6, 7, 8, 9 알아보기"
T1ME11U01068,단원마무리,14201780,탭)영역별 집중 학습,"6, 7, 8, 9 알아보기"
T1ME11U01070,몇인지 알아보기 (2),14201780,탭)단원별 보충 학습,"6, 7, 8, 9 알아보기"
T1ME11U01004,1만큼 더 큰 수와 1만큼 더 작은 수/수의 크기 비교하기,14201782,탭)겨울방학특강,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기"
T1ME11U01010,1만큼 더 큰 수와 1만큼 더 작은 수를 알아볼까요,14201782,기)교과서 진도학습,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기"
T1ME11U01024,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기",14201782,탭)AI 약점 보완 학습,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기"
T1ME11U01011,0을 알아볼까요,14201782,기)교과서 진도학습,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기"
T1ME11U01025,0 알아보기,14201782,탭)AI 약점 보완 학습,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기"
T1ME11U01068,단원마무리,14201782,탭)영역별 집중 학습,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기"
T1ME11U01004,1만큼 더 큰 수와 1만큼 더 작은 수/수의 크기 비교하기,14201783,탭)겨울방학특강,두 수의 크기 비교
T1ME11U01012,수의 크기를 비교해 볼까요,14201783,기)교과서 진도학습,두 수의 크기 비교
T1ME11U01026,9까지 수의 크기 비교,14201783,탭)AI 약점 보완 학습,두 수의 크기 비교
T1ME11U01027,9까지 수의 크기 비교 활용,14201783,탭)AI 약점 보완 학습,두 수의 크기 비교
T1ME11U01068,단원마무리,14201783,탭)영역별 집중 학습,두 수의 크기 비교
T1ME11U01074,두 수의 크기 비교,14201783,탭)단원별 보충 학습,두 수의 크기 비교
T1ME11U04004,어느 것에 더 많이 담을 수 있는지 알아보기,14201795,탭)겨울방학특강,담을 수 있는 양 비교하기
T1ME11U04049,단원마무리,14201795,탭)영역별 집중 학습,담을 수 있는 양 비교하기
T1ME11U04053,담을 수 있는 양 비교하기,14201795,탭)단원별 보충 학습,담을 수 있는 양 비교하기
T1ME11U04009,어느 것에 더 많이 담을 수 있을까요,14201795,기)교과서 진도학습,담을 수 있는 양 비교하기
T1ME11U04020,두 그릇에 담을 수 있는 양 비교하기,14201795,탭)AI 약점 보완 학습,담을 수 있는 양 비교하기
T1ME11U04021,세 그릇에 담을 수 있는 양 비교하기,14201795,탭)AI 약점 보완 학습,담을 수 있는 양 비교하기
T1ME11U04002,어느 것이 더 무거운지 알아보기,14201793,탭)겨울방학특강,무게 비교하기
T1ME11U04049,단원마무리,14201793,탭)영역별 집중 학습,무게 비교하기
T1ME11U04051,무게 비교하기,14201793,탭)단원별 보충 학습,무게 비교하기
T1ME11U04007,어느 것이 더 무거울까요,14201793,기)교과서 진도학습,무게 비교하기
T1ME11U04016,두 가지 물건의 무게 비교하기,14201793,탭)AI 약점 보완 학습,무게 비교하기
T1ME11U04017,세 가지 물건의 무게 비교하기,14201793,탭)AI 약점 보완 학습,무게 비교하기
T1ME21U04001,여러 가지 단위로 길이 재기/1cm 알아보기,14201816,탭)겨울방학특강,자로 길이 재기
T1ME21U04001,여러 가지 단위로 길이 재기/1cm 알아보기,14201816,탭)겨울방학특강,자로 길이 재기
T1ME21U04001,여러 가지 단위로 길이 재기/1cm 알아보기,14201816,탭)겨울방학특강,자로 길이 재기
T1ME21U04002,자로 길이 재기/길이 어림하기,14201816,탭)겨울방학특강,자로 길이 재기
T1ME21U04002,자로 길이 재기/길이 어림하기,14201816,탭)겨울방학특강,자로 길이 재기
T1ME21U04002,자로 길이 재기/길이 어림하기,14201816,탭)겨울방학특강,자로 길이 재기
T1ME21U04056,단원마무리,14201816,탭)영역별 집중 학습,자로 길이 재기
T1ME21U04056,단원마무리,14201816,탭)영역별 집중 학습,자로 길이 재기
T1ME21U04056,단원마무리,14201816,탭)영역별 집중 학습,자로 길이 재기
T1ME21U04058,자로 길이재기(1),14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04058,자로 길이재기(1),14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04058,자로 길이재기(1),14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04057,"여러 가지 단위로 길이 재기, 1 cm 알아보기",14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04057,"여러 가지 단위로 길이 재기, 1 cm 알아보기",14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04057,"여러 가지 단위로 길이 재기, 1 cm 알아보기",14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04059,"자로 길이재기(2), 길이 어림하기",14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04059,"자로 길이재기(2), 길이 어림하기",14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04059,"자로 길이재기(2), 길이 어림하기",14201816,탭)단원별 보충 학습,자로 길이 재기
T1ME21U04006,1 cm를 알아볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04006,1 cm를 알아볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04006,1 cm를 알아볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04017,1 cm 읽고 쓰기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04017,1 cm 읽고 쓰기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04017,1 cm 읽고 쓰기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04018,1 cm로 길이 알아보기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04018,1 cm로 길이 알아보기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04018,1 cm로 길이 알아보기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04007,자로 길이를 재는 방법을 알아볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04007,자로 길이를 재는 방법을 알아볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04007,자로 길이를 재는 방법을 알아볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04019,자로 길이 재는 방법 알아보기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04019,자로 길이 재는 방법 알아보기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04019,자로 길이 재는 방법 알아보기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04020,자의 눈금을 0에 맞추지 않고 물체의 길이 재기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04020,자의 눈금을 0에 맞추지 않고 물체의 길이 재기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04020,자의 눈금을 0에 맞추지 않고 물체의 길이 재기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04008,자로 길이를 재어 볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04008,자로 길이를 재어 볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04008,자로 길이를 재어 볼까요,14201816,기)교과서 진도학습,자로 길이 재기
T1ME21U04021,물체의 길이가 자의 눈금 사이에 있을 때 표현 방법 알기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04021,물체의 길이가 자의 눈금 사이에 있을 때 표현 방법 알기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME21U04021,물체의 길이가 자의 눈금 사이에 있을 때 표현 방법 알기,14201816,탭)AI 약점 보완 학습,자로 길이 재기
T1ME11U05001,9 다음 수 알아보기/십몇 알아보기,14201798,탭)겨울방학특강,10 알아보기
T1ME11U05001,9 다음 수 알아보기/십몇 알아보기,14201798,탭)겨울방학특강,10 알아보기
T1ME11U05075,단원마무리,14201798,탭)영역별 집중 학습,10 알아보기
T1ME11U05075,단원마무리,14201798,탭)영역별 집중 학습,10 알아보기
T1ME11U05076,"10 알아보기, 십몇 알아보기",14201798,탭)단원별 보충 학습,10 알아보기
T1ME11U05076,"10 알아보기, 십몇 알아보기",14201798,탭)단원별 보충 학습,10 알아보기
T1ME11U05006,9 다음 수를 알아볼까요,14201798,기)교과서 진도학습,10 알아보기
T1ME11U05006,9 다음 수를 알아볼까요,14201798,기)교과서 진도학습,10 알아보기
T1ME11U05017,10 알아보기,14201798,탭)AI 약점 보완 학습,10 알아보기
T1ME11U05017,10 알아보기,14201798,탭)AI 약점 보완 학습,10 알아보기
T1ME11U05018,19까지의 수를 쓰고 읽기,14201798,탭)AI 약점 보완 학습,10 알아보기
T1ME11U05018,19까지의 수를 쓰고 읽기,14201798,탭)AI 약점 보완 학습,10 알아보기
T1ME11U04001,어느 것이 더 긴지 알아보기,14201792,탭)겨울방학특강,길이 비교하기
T1ME11U04049,단원마무리,14201792,탭)영역별 집중 학습,길이 비교하기
T1ME11U03090,"모으기와 가르기 (2), 이야기 만들기",14201792,탭)단원별 보충 학습,길이 비교하기
T1ME11U04050,길이 비교하기,14201792,탭)단원별 보충 학습,길이 비교하기
T1ME11U04006,어느 것이 더 길까요,14201792,기)교과서 진도학습,길이 비교하기
T1ME11U04014,두 가지 물건의 길이 비교하기,14201792,탭)AI 약점 보완 학습,길이 비교하기
T1ME11U04015,세 가지 물건의 길이 비교하기,14201792,탭)AI 약점 보완 학습,길이 비교하기
T1ME11U04003,어느 것이 더 넓은지 알아보기,14201794,탭)겨울방학특강,넓이 비교하기
T1ME11U04049,단원마무리,14201794,탭)영역별 집중 학습,넓이 비교하기
T1ME11U04052,넓이 비교하기,14201794,탭)단원별 보충 학습,넓이 비교하기
T1ME11U03089,모으기와 가르기 (1),14201794,탭)단원별 보충 학습,넓이 비교하기
T1ME11U04008,어느 것이 더 넓을까요,14201794,기)교과서 진도학습,넓이 비교하기
T1ME11U04018,두 가지 물건의 넓이 비교하기,14201794,탭)AI 약점 보완 학습,넓이 비교하기
T1ME11U04019,세 가지 물건의 넓이 비교하기,14201794,탭)AI 약점 보완 학습,넓이 비교하기
T1ME11U05005,수의 크기 비교하기,14201802,탭)겨울방학특강,두 수의 크기 비교
T1ME11U05075,단원마무리,14201802,탭)영역별 집중 학습,두 수의 크기 비교
T1ME11U05080,"50까지 수의 순서, 수의 크기 비교",14201802,탭)단원별 보충 학습,두 수의 크기 비교
T1ME11U05009,10개씩 묶어 세어 볼까요,14201802,기)교과서 진도학습,두 수의 크기 비교
T1ME11U05023,수의 크기 비교하기(몇십),14201802,탭)AI 약점 보완 학습,두 수의 크기 비교
T1ME11U05029,50까지 수의 크기 비교 활용,14201802,탭)AI 약점 보완 학습,두 수의 크기 비교
T1ME11U05012,수의 크기를 비교해 볼까요,14201802,기)교과서 진도학습,두 수의 크기 비교
T1ME11U05028,50까지 수의 크기 비교,14201802,탭)AI 약점 보완 학습,두 수의 크기 비교
T1ME21U05001,분류하는 방법 알아보기/ 기준에 따라 분류하기,14201818,탭)겨울방학특강,분류하기
T1ME21U05001,분류하는 방법 알아보기/ 기준에 따라 분류하기,14201818,탭)겨울방학특강,분류하기
T1ME21U05002,분류하고 세어 보기/분류한 결과 말해 보기,14201818,탭)겨울방학특강,분류하기
T1ME21U05002,분류하고 세어 보기/분류한 결과 말해 보기,14201818,탭)겨울방학특강,분류하기
T1ME21U05047,분류한 결과 말해 보기,14201818,탭)단원별 보충 학습,분류하기
T1ME21U05047,분류한 결과 말해 보기,14201818,탭)단원별 보충 학습,분류하기
T1ME21U05044,단원마무리,14201818,탭)영역별 집중 학습,분류하기
T1ME21U05044,단원마무리,14201818,탭)영역별 집중 학습,분류하기
T1ME21U05045,"분류하기, 기준에 따라 분류하기",14201818,탭)단원별 보충 학습,분류하기
T1ME21U05045,"분류하기, 기준에 따라 분류하기",14201818,탭)단원별 보충 학습,분류하기
T1ME21U05046,분류하여 세어 보기,14201818,탭)단원별 보충 학습,분류하기
T1ME21U05046,분류하여 세어 보기,14201818,탭)단원별 보충 학습,분류하기
T1ME21U05004,분류는 어떻게 할까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05004,분류는 어떻게 할까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05012,분명한 분류 기준 알아보기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05012,분명한 분류 기준 알아보기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05005,기준에 따라 분류해 볼까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05005,기준에 따라 분류해 볼까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05013,정해진 기준에 따라 분류하기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05013,정해진 기준에 따라 분류하기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05014,"분류 기준을 정하고, 분류하기",14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05014,"분류 기준을 정하고, 분류하기",14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05006,분류하고 세어 볼까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05006,분류하고 세어 볼까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05015,분류하고 세어 보기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05015,분류하고 세어 보기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05016,분류하고 세어 보기 활용,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05016,분류하고 세어 보기 활용,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05007,분류한 결과를 말해 볼까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05007,분류한 결과를 말해 볼까요,14201818,기)교과서 진도학습,분류하기
T1ME21U05017,분류한 결과 말해 보기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05017,분류한 결과 말해 보기,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05018,분류한 결과 말해 보기 활용,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U05018,분류한 결과 말해 보기 활용,14201818,탭)AI 약점 보완 학습,분류하기
T1ME21U06001,여러 가지 방법으로 세어 보기/묶어 세기,14201819,탭)겨울방학특강,묶어 세기
T1ME21U06002,몇의 몇 배 알아보기,14201819,탭)겨울방학특강,묶어 세기
T1ME21U06060,단원마무리,14201819,탭)영역별 집중 학습,묶어 세기
T1ME21U06062,몇의 몇 배 알아보기,14201819,탭)단원별 보충 학습,묶어 세기
T1ME21U06061,"여러 가지 방법으로 세어 보기, 묶어 세어 보기",14201819,탭)단원별 보충 학습,묶어 세기
T1ME21U06005,여러 가지 방법으로 세어 볼까요,14201819,기)교과서 진도학습,묶어 세기
T1ME21U06015,물건의 수를 여러 가지 방법으로 세기,14201819,탭)AI 약점 보완 학습,묶어 세기
T1ME21U06006,묶어 세어 볼까요,14201819,기)교과서 진도학습,묶어 세기
T1ME21U06016,여러 가지 방법으로 묶어 세기,14201819,탭)AI 약점 보완 학습,묶어 세기
T1ME21U06017,몇씩 몇 묶음으로 표현하기,14201819,탭)AI 약점 보완 학습,묶어 세기
T1ME21U06007,몇의 몇 배를 알아볼까요,14201819,기)교과서 진도학습,묶어 세기
T1ME21U06018,몇의 몇 배 알아보기,14201819,탭)AI 약점 보완 학습,묶어 세기
T1ME21U06008,몇의 몇 배로 나타내 볼까요,14201819,기)교과서 진도학습,묶어 세기
T1ME21U06019,몇의 몇 배로 나타내기,14201819,탭)AI 약점 보완 학습,묶어 세기
T1ME21U06020,몇의 몇 배로 나타내기 활용,14201819,탭)AI 약점 보완 학습,묶어 세기
T1ME21U06003,곱셈식 알아보기/ 곱셈식으로 나타내기,14201820,탭)겨울방학특강,곱셈식 알아보기
T1ME21U06003,곱셈식 알아보기/ 곱셈식으로 나타내기,14201820,탭)겨울방학특강,곱셈식 알아보기
T1ME21U06060,단원마무리,14201820,탭)영역별 집중 학습,곱셈식 알아보기
T1ME21U06060,단원마무리,14201820,탭)영역별 집중 학습,곱셈식 알아보기
T1ME21U06063,"곱셈식, 곱셈식으로 나타내기",14201820,탭)단원별 보충 학습,곱셈식 알아보기
T1ME21U06063,"곱셈식, 곱셈식으로 나타내기",14201820,탭)단원별 보충 학습,곱셈식 알아보기
T1ME21U06009,곱셈을 알아볼까요,14201820,기)교과서 진도학습,곱셈식 알아보기
T1ME21U06009,곱셈을 알아볼까요,14201820,기)교과서 진도학습,곱셈식 알아보기
T1ME21U06021,곱셈 알아보기,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06021,곱셈 알아보기,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06022,곱셈식 알아보기,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06022,곱셈식 알아보기,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06010,곱셈식으로 나타내 볼까요,14201820,기)교과서 진도학습,곱셈식 알아보기
T1ME21U06010,곱셈식으로 나타내 볼까요,14201820,기)교과서 진도학습,곱셈식 알아보기
T1ME21U06023,곱셈식으로 나타내기,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06023,곱셈식으로 나타내기,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06024,곱셈식으로 나타내기 활용,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U06024,곱셈식으로 나타내기 활용,14201820,탭)AI 약점 보완 학습,곱셈식 알아보기
T1ME21U03007,덧셈과 뺄셈의 관계/□가 사용된 식을 만들고 □의 값 구하기,14201812,탭)겨울방학특강,□의 값 구하기
T1ME21U03091,단원마무리,14201812,탭)영역별 집중 학습,□의 값 구하기
T1ME21U03096,"덧셈과 뺄셈의 관계를 식으로 나타내기, □의 값 구하기",14201812,탭)단원별 보충 학습,□의 값 구하기
T1ME21U03018,□가 사용된 식을 만들고 □의 값을 구해 볼까요,14201812,기)교과서 진도학습,□의 값 구하기
T1ME21U03037,□가 사용된 덧셈식과 뺄셈식을 알아보고 □의 값 구하기,14201812,탭)AI 약점 보완 학습,□의 값 구하기
T1ME11U05004,50까지의 수의 순서 알아보기,14201801,탭)겨울방학특강,50까지의 수의 순서
T1ME11U05075,단원마무리,14201801,탭)영역별 집중 학습,50까지의 수의 순서
T1ME11U05080,"50까지 수의 순서, 수의 크기 비교",14201801,탭)단원별 보충 학습,50까지의 수의 순서
T1ME11U05011,50까지 수의 순서를 알아볼까요,14201801,기)교과서 진도학습,50까지의 수의 순서
T1ME11U05026,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기(50까지의 수)",14201801,탭)AI 약점 보완 학습,50까지의 수의 순서
T1ME11U05027,50까지 수의 순서 알아보기,14201801,탭)AI 약점 보완 학습,50까지의 수의 순서
T1ME21U03091,단원마무리,14201813,탭)영역별 집중 학습,세 수의 계산
T1ME21U03097,세 수의 계산,14201813,탭)단원별 보충 학습,세 수의 계산
T1ME21U03016,세 수의 계산을 해 볼까요,14201813,기)교과서 진도학습,세 수의 계산
T1ME21U03035,세 수의 계산하기,14201813,탭)AI 약점 보완 학습,세 수의 계산
T1ME21U03091,단원마무리,14201811,탭)영역별 집중 학습,덧셈과 뺄셈의 관계
T1ME21U03096,"덧셈과 뺄셈의 관계를 식으로 나타내기, □의 값 구하기",14201811,탭)단원별 보충 학습,덧셈과 뺄셈의 관계
T1ME21U03017,덧셈과 뺄셈의 관계를 식으로 나타내 볼까요,14201811,기)교과서 진도학습,덧셈과 뺄셈의 관계
T1ME21U03036,덧셈과 뺄셈의 관계를 식으로 나타내기,14201811,탭)AI 약점 보완 학습,덧셈과 뺄셈의 관계
T1ME21U04056,단원마무리,14201815,탭)영역별 집중 학습,여러 가지 단위길이로 재기
T1ME21U04057,"여러 가지 단위로 길이 재기, 1 cm 알아보기",14201815,탭)단원별 보충 학습,여러 가지 단위길이로 재기
T1ME21U04005,여러 가지 단위로 길이를 재어 볼까요,14201815,기)교과서 진도학습,여러 가지 단위길이로 재기
T1ME21U04015,신체를 단위길이로 하여 물건의 길이 재기,14201815,탭)AI 약점 보완 학습,여러 가지 단위길이로 재기
T1ME21U04016,여러 가지 단위를 활용하여 물건의 길이 재기,14201815,탭)AI 약점 보완 학습,여러 가지 단위길이로 재기
T1ME21U04056,단원마무리,14201817,탭)영역별 집중 학습,길이를 어림해 보고 재어 보기
T1ME21U04059,"자로 길이재기(2), 길이 어림하기",14201817,탭)단원별 보충 학습,길이를 어림해 보고 재어 보기
T1ME21U04009,길이를 어림하고 어떻게 어림했는지 말해 볼까요,14201817,기)교과서 진도학습,길이를 어림해 보고 재어 보기
T1ME21U04022,주어진 물건의 길이 어림하기,14201817,탭)AI 약점 보완 학습,길이를 어림해 보고 재어 보기
T1ME21U04056,단원마무리,14201814,탭)영역별 집중 학습,길이 비교하기
T1ME21U04004,길이를 비교하는 방법을 알아볼까요,14201814,기)교과서 진도학습,길이 비교하기
T1ME21U04014,길이 비교하는 방법 알아보기,14201814,탭)AI 약점 보완 학습,길이 비교하기
T1ME21U06060,단원마무리,14201821,탭)영역별 집중 학습,곱셈식을 활용하기
T1ME21U06010,곱셈식으로 나타내 볼까요,14201821,기)교과서 진도학습,곱셈식을 활용하기
T1ME21U06024,곱셈식으로 나타내기 활용,14201821,탭)AI 약점 보완 학습,곱셈식을 활용하기
T1ME11U04049,단원마무리,14201796,탭)영역별 집중 학습,높이 비교하기
T1ME11U04050,길이 비교하기,14201796,탭)단원별 보충 학습,높이 비교하기
T1ME11U04049,단원마무리,14201797,탭)영역별 집중 학습,키 비교하기
